4.301514e+001,8.035913e+001
4.397937e+001,7.726128e+001
4.494360e+001,7.438951e+001
4.590784e+001,7.187024e+001
4.687207e+001,6.993361e+001
4.783630e+001,6.805870e+001
4.880054e+001,6.633601e+001
4.976477e+001,6.480302e+001
5.072900e+001,6.326807e+001
5.169324e+001,6.177452e+001
5.265747e+001,6.044788e+001
5.362170e+001,5.932807e+001
5.458594e+001,5.823307e+001
5.555017e+001,5.706243e+001
5.651440e+001,5.586340e+001
5.747864e+001,5.469270e+001
5.844287e+001,5.355218e+001
5.940710e+001,5.239346e+001
6.037134e+001,5.121675e+001
6.133557e+001,4.979251e+001
6.229980e+001,4.837215e+001
6.326404e+001,4.717935e+001
6.422827e+001,4.635843e+001
6.519250e+001,4.583486e+001
6.615674e+001,4.523599e+001
6.712097e+001,4.434658e+001
6.808521e+001,4.355614e+001
6.904944e+001,4.306230e+001
7.001367e+001,4.285067e+001
7.097791e+001,4.272017e+001
7.194214e+001,4.239414e+001
7.290637e+001,4.175897e+001
7.387061e+001,4.114409e+001
7.483484e+001,4.061827e+001
7.579907e+001,4.012120e+001
7.676331e+001,3.957985e+001
7.772754e+001,3.893675e+001
7.869177e+001,3.817370e+001
7.965601e+001,3.738930e+001
8.062024e+001,3.652612e+001
8.158447e+001,3.568709e+001
8.254871e+001,3.494534e+001
8.351294e+001,3.432257e+001
8.447717e+001,3.376091e+001
8.544141e+001,3.310217e+001
8.640564e+001,3.207178e+001
8.736987e+001,3.119197e+001
8.833411e+001,3.063998e+001
8.929834e+001,3.034453e+001
9.026257e+001,3.011587e+001
9.122681e+001,2.976770e+001
9.219104e+001,2.928942e+001
9.315527e+001,2.873215e+001
9.411951e+001,2.800566e+001
9.508374e+001,2.720640e+001
9.604797e+001,2.641931e+001
9.701221e+001,2.568789e+001
9.797644e+001,2.501074e+001
9.894067e+001,2.433110e+001
9.990491e+001,2.354622e+001
1.008691e+002,2.280929e+001
1.018334e+002,2.222953e+001
1.027976e+002,2.179445e+001
1.037618e+002,2.138305e+001
1.047261e+002,2.083768e+001
1.056903e+002,2.015663e+001
1.066545e+002,1.940987e+001
1.076188e+002,1.846533e+001
1.085830e+002,1.745737e+001
1.095472e+002,1.657198e+001
1.105115e+002,1.593334e+001
1.114757e+002,1.556693e+001
1.124399e+002,1.523991e+001
1.134042e+002,1.497315e+001
1.143684e+002,1.469084e+001
1.153326e+002,1.435762e+001
1.162969e+002,1.395836e+001
1.172611e+002,1.348557e+001
1.182253e+002,1.292967e+001
1.191896e+002,1.216542e+001
1.201538e+002,1.148552e+001
1.211180e+002,1.094848e+001
1.220823e+002,1.053108e+001
1.230465e+002,1.018039e+001
1.240107e+002,9.847943e+000
1.249750e+002,9.510179e+000
1.259392e+002,9.206372e+000
1.269035e+002,8.983434e+000
1.278677e+002,8.790517e+000
1.288319e+002,8.583413e+000
1.297961e+002,8.349328e+000
1.307604e+002,8.110555e+000
1.317246e+002,7.938634e+000
1.326888e+002,7.909265e+000
1.336531e+002,7.816171e+000
1.346173e+002,7.573808e+000
1.355815e+002,7.238721e+000
1.365458e+002,6.949403e+000
1.375100e+002,6.840798e+000
1.384742e+002,7.043794e+000
1.394385e+002,7.093389e+000
1.404027e+002,6.867276e+000
1.413669e+002,6.529084e+000
1.423312e+002,6.223767e+000
1.432954e+002,6.014935e+000
1.442596e+002,5.894406e+000
1.452239e+002,5.805348e+000
1.461881e+002,5.741380e+000
1.471523e+002,5.680680e+000
1.481166e+002,5.620271e+000
1.490808e+002,5.562337e+000
1.500450e+002,5.512139e+000
1.510093e+002,5.481015e+000
1.519735e+002,5.507092e+000
1.529377e+002,5.445371e+000
1.539020e+002,5.229852e+000
1.548662e+002,4.972241e+000
1.558304e+002,4.792676e+000
1.567947e+002,4.758122e+000
1.577589e+002,4.843263e+000
1.587231e+002,4.832570e+000
1.596874e+002,4.577771e+000
1.606516e+002,4.313043e+000
1.616158e+002,4.105626e+000
1.625801e+002,3.970654e+000
1.635443e+002,3.895276e+000
1.645085e+002,3.871743e+000
1.654728e+002,3.975839e+000
1.664370e+002,3.989022e+000
1.674012e+002,3.833058e+000
1.683655e+002,3.624879e+000
1.693297e+002,3.477471e+000
1.702939e+002,3.454198e+000
1.712582e+002,3.540483e+000
1.722224e+002,3.608190e+000
1.731867e+002,3.588880e+000
1.741509e+002,3.573075e+000
1.751151e+002,3.625138e+000
1.760794e+002,3.732984e+000
1.770436e+002,3.819425e+000
1.780078e+002,3.762258e+000
1.789721e+002,3.418904e+000
1.799363e+002,3.172742e+000
1.809005e+002,3.075612e+000
1.818648e+002,3.057855e+000
1.828290e+002,3.080892e+000
1.837932e+002,3.141400e+000
1.847575e+002,3.234746e+000
1.857217e+002,3.300103e+000
1.866859e+002,3.237752e+000
1.876502e+002,3.187615e+000
1.886144e+002,3.217389e+000
1.895786e+002,3.330117e+000
1.905429e+002,3.477647e+000
1.915071e+002,3.611321e+000
1.924713e+002,3.725278e+000
1.934356e+002,3.818112e+000
1.943998e+002,3.850488e+000
1.953640e+002,3.858136e+000
1.963283e+002,3.883592e+000
1.972925e+002,3.953408e+000
1.982567e+002,4.033196e+000
1.992210e+002,4.038354e+000
2.001852e+002,3.925653e+000
2.011494e+002,3.819623e+000
2.021137e+002,3.797555e+000
2.030779e+002,3.855596e+000
2.040421e+002,3.928697e+000
2.050064e+002,3.965779e+000
2.059706e+002,3.952771e+000
2.069348e+002,3.896916e+000
2.078991e+002,3.792573e+000
2.088633e+002,3.656915e+000
2.098275e+002,3.503583e+000
2.107918e+002,3.290280e+000
2.117560e+002,3.084245e+000
2.127202e+002,2.990220e+000
2.136845e+002,3.037026e+000
2.146487e+002,3.096997e+000
2.156129e+002,3.092271e+000
2.165772e+002,3.042783e+000
2.175414e+002,2.974717e+000
2.185056e+002,2.860036e+000
2.194699e+002,2.719567e+000
2.204341e+002,2.615411e+000
2.213983e+002,2.576558e+000
2.223626e+002,2.569676e+000
2.233268e+002,2.530129e+000
2.242910e+002,2.451531e+000
2.252553e+002,2.348527e+000
2.262195e+002,2.217607e+000
2.271837e+002,2.063958e+000
2.281480e+002,1.914430e+000
2.291122e+002,1.783517e+000
2.300764e+002,1.693135e+000
2.310407e+002,1.688451e+000
2.320049e+002,1.844594e+000
2.329691e+002,2.030755e+000
2.339334e+002,2.113210e+000
2.348976e+002,2.043660e+000
2.358618e+002,1.873467e+000
2.368261e+002,1.740144e+000
2.377903e+002,1.697022e+000
2.387545e+002,1.669003e+000
2.397188e+002,1.641194e+000
2.406830e+002,1.623940e+000
2.416472e+002,1.635526e+000
2.426115e+002,1.690747e+000
2.435757e+002,1.789102e+000
2.445399e+002,1.836556e+000
2.455042e+002,1.811807e+000
2.464684e+002,1.765866e+000
2.474326e+002,1.719079e+000
2.483969e+002,1.678449e+000
2.493611e+002,1.642144e+000
2.503253e+002,1.605000e+000
2.512896e+002,1.565499e+000
2.522538e+002,1.522092e+000
2.532180e+002,1.473908e+000
2.541823e+002,1.420636e+000
2.551465e+002,1.363191e+000
2.561107e+002,1.303224e+000
2.570750e+002,1.229074e+000
2.580392e+002,1.103044e+000
2.590034e+002,8.605471e-001
2.599677e+002,6.952524e-001
2.609319e+002,7.467203e-001
2.618961e+002,9.925356e-001
2.628604e+002,1.220605e+000
